,filename,tot_seconds,netpos_seconds,netpos_prop
374,20801900,355,135,0.38028169014084506
375,49544032,432,153,0.3541666666666667
376,7371795,225,-21,-0.09333333333333334
377,16378325,93,-8,-0.08602150537634409
378,11928270,252,71,0.28174603174603174
379,7033508,264,99,0.375
380,55398000,594,133,0.2239057239057239
381,23659406,72,23,0.3194444444444444
382,45549479,263,121,0.4600760456273764
383,34489750,332,5,0.015060240963855422
384,3681417,359,81,0.22562674094707522
385,1712403,203,58,0.2857142857142857
386,65546809,145,97,0.6689655172413793
387,14814741,277,49,0.17689530685920576
388,41222877,460,198,0.43043478260869567
389,56666518,572,120,0.2097902097902098
390,15741402,339,44,0.12979351032448377
391,39611042,188,-69,-0.3670212765957447
392,48673076,226,41,0.18141592920353983
393,6188090,235,112,0.4765957446808511
394,17637341,159,-104,-0.6540880503144654
395,15742153,159,-59,-0.3710691823899371
396,24070907,294,-3,-0.01020408163265306
397,25764002,381,35,0.09186351706036745
398,11915518,195,-51,-0.26153846153846155
399,531226,271,26,0.0959409594095941
400,61305026,75,-15,-0.2
401,45094804,364,-21,-0.057692307692307696
402,43504505,246,197,0.8008130081300813
403,2627323,294,21,0.07142857142857142
404,61115307,174,36,0.20689655172413793
405,37693617,574,33,0.05749128919860627
406,6068443,328,82,0.25
407,63397176,509,164,0.32220039292730845
408,43845150,223,-45,-0.20179372197309417
409,53108178,125,-31,-0.248
410,19671710,529,9,0.017013232514177693
411,6084644,314,73,0.23248407643312102
412,55004699,500,161,0.322
413,26352266,289,114,0.3944636678200692
414,33581001,324,119,0.36728395061728397
415,50062266,358,61,0.17039106145251395
416,27623486,364,-110,-0.3021978021978022
417,2196518,389,18,0.04627249357326478
418,12569708,168,-52,-0.30952380952380953
419,42111437,511,62,0.12133072407045009
420,2575781,85,48,0.5647058823529412
421,58351929,437,137,0.3135011441647597
422,26363110,158,-95,-0.6012658227848101
423,13383893,386,113,0.2927461139896373
424,44693703,245,-2,-0.00816326530612245
425,3410045,213,7,0.03286384976525822
426,38047802,468,-54,-0.11538461538461539
427,68710453,161,45,0.2795031055900621
428,16572906,491,51,0.10386965376782077
429,13991577,535,131,0.24485981308411214
430,10750312,224,77,0.34375
431,12880468,415,101,0.2433734939759036
432,53049568,296,141,0.47635135135135137
433,15900221,330,24,0.07272727272727272
434,10872882,376,-29,-0.07712765957446809
435,66197137,298,90,0.30201342281879195
436,65836334,495,23,0.046464646464646465
437,7265270,343,80,0.23323615160349853
438,19003242,274,100,0.36496350364963503
439,43915976,225,62,0.27555555555555555
440,15798794,198,18,0.09090909090909091
441,56615573,232,111,0.47844827586206895
442,2439344,444,208,0.46846846846846846
443,41200536,574,310,0.5400696864111498
444,16082661,389,89,0.22879177377892032
445,34540238,377,147,0.38992042440318303
446,38223088,411,160,0.38929440389294406
447,67562476,11,-6,-0.5454545454545454
448,14960232,289,111,0.38408304498269896
449,48562583,226,123,0.5442477876106194
450,64388944,344,228,0.6627906976744186
451,60291939,84,-11,-0.13095238095238096
452,27540377,418,54,0.1291866028708134
453,431769,272,132,0.4852941176470588
454,30470919,480,51,0.10625
455,25650816,338,183,0.5414201183431953
456,66721066,350,114,0.32571428571428573
457,561910,317,109,0.3438485804416404
458,17613482,509,184,0.3614931237721022
459,8118088,227,-110,-0.4845814977973568
460,35240494,274,-84,-0.30656934306569344
461,45201827,369,-57,-0.15447154471544716
462,68293483,381,259,0.6797900262467191
463,10716295,145,-79,-0.5448275862068965
464,10780354,212,-17,-0.08018867924528301
465,3315522,225,12,0.05333333333333334
466,27398060,556,96,0.17266187050359713
467,26214127,212,-22,-0.10377358490566038
468,58890930,597,161,0.2696817420435511
469,938836,243,128,0.5267489711934157
470,59615741,585,71,0.12136752136752137
471,12301491,452,190,0.42035398230088494
472,2554216,236,19,0.08050847457627118
473,38577912,64,51,0.796875
474,934071,93,27,0.2903225806451613
475,23743069,376,31,0.08244680851063829
476,21344122,352,101,0.2869318181818182
477,50428202,253,-145,-0.5731225296442688
478,14089718,123,-14,-0.11382113821138211
479,65368714,247,184,0.7449392712550608
480,4827309,315,75,0.23809523809523808
481,61707044,276,169,0.6123188405797102
482,54555237,301,128,0.42524916943521596
483,53927196,179,8,0.0446927374301676
484,24146970,137,55,0.40145985401459855
485,14161207,416,-44,-0.10576923076923077
486,66255212,425,19,0.04470588235294118
487,15769378,177,-29,-0.1638418079096045
488,66762717,577,185,0.32062391681109187
489,18431110,276,99,0.358695652173913
490,16162058,427,26,0.06088992974238876
491,38781651,135,45,0.3333333333333333
492,45190823,228,-143,-0.6271929824561403
493,42041792,211,22,0.10426540284360189
494,56909061,423,167,0.3947990543735225
495,1412350,187,15,0.08021390374331551
496,65217655,152,110,0.7236842105263158
497,19621243,436,166,0.38073394495412843
498,48576536,492,148,0.3008130081300813
499,87973,307,-50,-0.16286644951140064
500,33230464,261,116,0.4444444444444444
501,33674562,178,74,0.4157303370786517
502,5077836,156,105,0.6730769230769231
503,19911620,157,29,0.18471337579617833
504,31564623,546,162,0.2967032967032967
505,3856414,243,-18,-0.07407407407407407
506,44771283,273,37,0.13553113553113552
507,11777370,455,86,0.189010989010989
508,64450474,582,43,0.07388316151202749
509,5440739,274,-50,-0.18248175182481752
510,57515239,233,98,0.4206008583690987
511,27106378,312,32,0.10256410256410256
512,12372136,455,121,0.26593406593406593
513,48076516,342,143,0.41812865497076024
514,17107479,462,101,0.21861471861471862
515,3207622,503,103,0.2047713717693837
516,52687566,483,175,0.36231884057971014
517,11132365,489,113,0.2310838445807771
518,58261460,132,92,0.696969696969697
519,26031173,175,-28,-0.16
520,41668445,283,7,0.024734982332155476
521,57588940,500,180,0.36
522,56451712,221,124,0.5610859728506787
523,31286021,373,9,0.024128686327077747
524,38653910,104,31,0.2980769230769231
525,14277998,271,145,0.5350553505535055
526,52093519,180,-33,-0.18333333333333332
527,64335782,131,32,0.24427480916030533
528,39109145,78,4,0.05128205128205128
529,8203666,219,69,0.3150684931506849
530,67730183,178,-66,-0.3707865168539326
531,43349122,149,-8,-0.053691275167785234
532,21061574,150,102,0.68
533,36945064,266,5,0.018796992481203006
534,8709991,258,-44,-0.17054263565891473
535,49775093,228,94,0.41228070175438597
536,1989843,273,-63,-0.23076923076923078
537,56315372,374,192,0.5133689839572193
538,27860504,431,135,0.31322505800464034
539,30149172,316,-114,-0.36075949367088606
540,31430020,403,53,0.1315136476426799
541,3818869,158,59,0.37341772151898733
542,2260691,253,25,0.09881422924901186
543,45973690,257,103,0.40077821011673154
544,15220352,429,-128,-0.29836829836829837
545,24929108,238,183,0.7689075630252101
546,29009413,291,137,0.47079037800687284
547,5078483,217,43,0.19815668202764977
548,68039778,487,85,0.17453798767967146
549,15265939,457,-35,-0.07658643326039387
550,40672186,152,70,0.4605263157894737
551,4779063,230,43,0.18695652173913044
552,7785480,341,194,0.5689149560117303
553,56920510,587,169,0.2879045996592845
554,8942803,363,154,0.42424242424242425
555,17449594,119,91,0.7647058823529411
556,15187727,270,-57,-0.2111111111111111
557,2760505,294,68,0.23129251700680273
558,12679922,468,187,0.3995726495726496
559,30365875,434,36,0.08294930875576037
560,30750471,273,214,0.7838827838827839
561,28656826,327,-64,-0.19571865443425077
562,37319272,316,-13,-0.04113924050632911
563,61634707,270,-19,-0.07037037037037037
564,3689742,249,95,0.3815261044176707
565,51473940,160,42,0.2625
566,56747372,273,131,0.47985347985347987
567,38359920,496,-66,-0.13306451612903225
568,67605913,418,245,0.5861244019138756
569,37167650,480,24,0.05
570,2225450,255,109,0.42745098039215684
571,2632649,180,86,0.4777777777777778
572,51570615,206,-25,-0.12135922330097088
573,3834871,248,71,0.2862903225806452
574,32504233,210,48,0.22857142857142856
575,49966600,252,168,0.6666666666666666
576,3629403,435,85,0.19540229885057472
577,1390915,514,-20,-0.038910505836575876
578,64186665,212,31,0.14622641509433962
579,4029064,292,96,0.3287671232876712
580,61760031,171,125,0.7309941520467836
581,4516814,240,191,0.7958333333333333
582,16176561,419,-39,-0.09307875894988067
583,17013163,220,100,0.45454545454545453
584,12069978,292,96,0.3287671232876712
585,39413971,273,-88,-0.32234432234432236
586,5023588,160,122,0.7625
587,4251006,229,50,0.2183406113537118
588,23865672,211,71,0.33649289099526064
589,8256959,198,9,0.045454545454545456
590,70927145,346,160,0.4624277456647399
591,1416357,101,-16,-0.15841584158415842
592,31863711,501,193,0.3852295409181637
593,12960592,240,111,0.4625
594,4136522,298,181,0.6073825503355704
595,29978620,275,-52,-0.1890909090909091
596,13169149,313,130,0.41533546325878595
597,52350271,226,103,0.4557522123893805
598,29671107,408,96,0.23529411764705882
599,11232472,288,38,0.13194444444444445
600,57785942,215,-62,-0.28837209302325584
601,11414990,159,39,0.24528301886792453
602,9757403,163,65,0.3987730061349693
603,43639346,253,183,0.7233201581027668
604,30361558,473,282,0.5961945031712473
605,5691725,163,123,0.754601226993865
606,10846319,466,56,0.12017167381974249
607,50435777,291,116,0.39862542955326463
608,46922596,338,77,0.22781065088757396
609,4115393,355,119,0.3352112676056338
610,3326851,266,88,0.3308270676691729
611,27779055,328,207,0.6310975609756098
612,66383384,235,48,0.20425531914893616
613,21440018,278,180,0.6474820143884892
614,2633280,293,52,0.17747440273037543
615,7449411,217,31,0.14285714285714285
616,59725163,267,45,0.16853932584269662
617,1479250,236,165,0.6991525423728814
618,3289899,283,108,0.38162544169611307
619,12004045,199,146,0.7336683417085427
620,1528480,269,35,0.13011152416356878
621,13098309,261,91,0.3486590038314176
622,45133031,353,95,0.26912181303116145
623,52554795,238,201,0.8445378151260504
624,61898054,171,87,0.5087719298245614
625,14827583,206,88,0.42718446601941745
626,59341657,152,-49,-0.3223684210526316
627,5169421,247,109,0.44129554655870445
628,49707203,66,22,0.3333333333333333
629,3921676,239,-44,-0.18410041841004185
630,6086632,237,52,0.21940928270042195
631,14693097,395,106,0.2683544303797468
632,2213962,218,-40,-0.1834862385321101
633,11608182,500,139,0.278
634,34558200,467,17,0.03640256959314775
635,51374451,31,26,0.8387096774193549
636,8481920,291,182,0.6254295532646048
637,3312056,249,94,0.37751004016064255
638,40874583,321,106,0.3302180685358255
639,12166663,275,64,0.23272727272727273
640,12221186,536,211,0.39365671641791045
641,25701345,482,153,0.31742738589211617
642,4059879,208,88,0.4230769230769231
643,58877197,242,102,0.4214876033057851
644,40187492,387,7,0.01808785529715762
645,5715137,267,123,0.4606741573033708
646,67439251,168,80,0.47619047619047616
647,14931416,282,31,0.1099290780141844
648,52873628,355,11,0.030985915492957747
649,5920616,236,-38,-0.16101694915254236
650,13321521,60,45,0.75
651,5619109,173,62,0.3583815028901734
652,1672141,293,129,0.4402730375426621
653,16605939,281,156,0.5551601423487544
654,36595739,283,43,0.1519434628975265
655,64437421,198,152,0.7676767676767676
656,4921843,266,133,0.5
657,49325623,351,-48,-0.13675213675213677
658,1411969,114,-19,-0.16666666666666666
659,6679048,435,159,0.36551724137931035
660,7713107,227,47,0.20704845814977973
661,8119210,251,93,0.3705179282868526
662,43266609,484,140,0.2892561983471074
663,3785384,337,24,0.0712166172106825
664,65292343,181,120,0.6629834254143646
665,44897067,99,10,0.10101010101010101
666,13903613,207,185,0.893719806763285
667,3901015,258,103,0.3992248062015504
668,55777931,163,-113,-0.6932515337423313
669,14175605,178,5,0.028089887640449437
670,14597654,203,163,0.8029556650246306
671,15515402,206,103,0.5
672,62248705,223,164,0.7354260089686099
673,2630461,284,125,0.44014084507042256
674,49390162,410,228,0.5560975609756098
675,41607459,214,-20,-0.09345794392523364
676,21697784,301,89,0.2956810631229236
677,13088611,402,83,0.2064676616915423
678,41731031,247,70,0.2834008097165992
679,7219391,235,47,0.2
680,35550776,193,-17,-0.08808290155440414
681,5189606,252,113,0.44841269841269843
682,2202862,274,32,0.11678832116788321
683,26395576,195,155,0.7948717948717948
684,6192649,284,137,0.4823943661971831
685,15969657,348,174,0.5
686,2372852,224,-60,-0.26785714285714285
687,4851766,251,118,0.4701195219123506
688,1895361,340,259,0.7617647058823529
689,12965661,202,106,0.5247524752475248
690,4476862,282,80,0.28368794326241137
691,56471791,217,86,0.39631336405529954
692,3295561,334,137,0.4101796407185629
693,4325082,494,92,0.1862348178137652
694,11378526,227,46,0.2026431718061674
695,956683,215,60,0.27906976744186046
696,5189706,259,139,0.5366795366795367
697,25629255,460,146,0.3173913043478261
698,313374,227,55,0.2422907488986784
699,65272624,369,150,0.4065040650406504
700,46302617,158,25,0.15822784810126583
701,391915,409,134,0.3276283618581907
702,3624832,255,120,0.47058823529411764
703,12182978,331,129,0.38972809667673713
704,43659718,367,-59,-0.16076294277929154
705,1212545,76,7,0.09210526315789473
706,2523707,293,147,0.5017064846416383
707,22174951,194,-87,-0.4484536082474227
708,32704248,212,8,0.03773584905660377
709,5697078,300,115,0.38333333333333336
710,40180906,94,30,0.3191489361702128
711,2274264,298,65,0.2181208053691275
712,15775625,198,52,0.26262626262626265
713,30974361,75,-37,-0.49333333333333335
714,52845813,72,36,0.5
715,8644233,272,108,0.39705882352941174
716,40070026,313,-97,-0.30990415335463256
717,14416227,304,-52,-0.17105263157894737
718,61983701,193,85,0.44041450777202074
719,51629675,188,51,0.2712765957446808
720,3449031,275,59,0.21454545454545454
721,6311410,257,10,0.038910505836575876
722,15680914,491,-41,-0.0835030549898167
723,32269114,269,174,0.6468401486988847
724,2603994,253,58,0.22924901185770752
