filename,tot_seconds,netpos_seconds,netpos_prop,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like,dislike
47180842,282,29,0.1028368794326241,22601.0,92.0,67.0,98.0,120.0,13.0,0.0,0.0,517.0,0.0
6253224,193,-1,-0.005181347150259,10615.0,82.0,54.0,223.0,24.0,41.0,0.0,0.0,12.0,0.0
4806136,315,21,0.0666666666666666,4540.0,78.0,43.0,210.0,18.0,47.0,0.0,0.0,13.0,0.0
6073291,399,26,0.0651629072681704,6885.0,79.0,39.0,176.0,23.0,19.0,0.0,0.0,3.0,0.0
17583381,531,22,0.0414312617702448,4851.0,78.0,22.0,346.0,23.0,19.0,0.0,0.0,28.0,0.0
7280955,366,36,0.0983606557377049,6599.0,80.0,25.0,706.0,90.0,107.0,0.0,0.0,20.0,0.0
4597038,269,36,0.1338289962825278,11288.0,77.0,26.0,807.0,93.0,137.0,0.0,0.0,53.0,0.0
6974932,281,19,0.0676156583629893,10347.0,75.0,82.0,798.0,151.0,205.0,0.0,0.0,13.0,0.0
8505777,380,1,0.0026315789473684,5867.0,75.0,32.0,83.0,15.0,15.0,0.0,0.0,14.0,0.0
5070496,282,18,0.0638297872340425,2064.0,71.0,21.0,207.0,26.0,34.0,0.0,0.0,2.0,0.0
3479145,239,12,0.0502092050209205,30128.0,74.0,29.0,287.0,14.0,70.0,0.0,0.0,93.0,0.0
2880103,335,22,0.0656716417910447,3009.0,71.0,15.0,171.0,11.0,35.0,0.0,0.0,3.0,0.0
2507526,107,25,0.2336448598130841,61939.0,84.0,82.0,37.0,63.0,24.0,0.0,0.0,132.0,0.0
6726997,195,28,0.1435897435897435,9940.0,70.0,50.0,264.0,29.0,32.0,0.0,0.0,9.0,0.0
2535686,184,17,0.092391304347826,2105.0,70.0,7.0,80.0,5.0,5.0,0.0,0.0,1.0,0.0
54087232,418,42,0.1004784688995215,147001.0,306.0,583.0,2168.0,1420.0,518.0,0.0,0.0,5384.0,0.0
3172227,409,20,0.0488997555012225,3696.0,69.0,9.0,112.0,6.0,8.0,0.0,0.0,1.0,0.0
3108248,303,26,0.0858085808580858,4574.0,68.0,18.0,223.0,30.0,41.0,0.0,0.0,9.0,0.0
21582563,369,8,0.021680216802168,8619.0,62.0,78.0,190.0,28.0,16.0,0.0,0.0,73.0,0.0
3900729,93,35,0.3763440860215054,10879.0,65.0,9.0,283.0,43.0,74.0,0.0,0.0,49.0,0.0
16858695,14,7,0.5,182543.0,65.0,121.0,411.0,22.0,39.0,0.0,0.0,156.0,0.0
14025030,391,15,0.0383631713554987,9736.0,71.0,84.0,322.0,25.0,43.0,0.0,0.0,60.0,0.0
5187122,545,25,0.0458715596330275,6540.0,71.0,23.0,373.0,23.0,95.0,0.0,0.0,42.0,0.0
4206657,227,34,0.1497797356828193,50246.0,131.0,36.0,2578.0,174.0,686.0,0.0,0.0,859.0,0.0
3534032,448,2,0.0044642857142857,7389.0,65.0,20.0,646.0,28.0,101.0,0.0,0.0,34.0,0.0
8733393,375,19,0.0506666666666666,2606.0,63.0,11.0,17.0,28.0,15.0,0.0,0.0,4.0,0.0
8142063,454,23,0.0506607929515418,2949.0,64.0,87.0,196.0,26.0,26.0,0.0,0.0,5.0,0.0
7026267,208,4,0.0192307692307692,13742.0,64.0,28.0,389.0,50.0,27.0,0.0,0.0,17.0,0.0
8192537,246,16,0.065040650406504,5757.0,62.0,42.0,183.0,12.0,26.0,0.0,0.0,6.0,0.0
7878633,215,-5,-0.0232558139534883,7090.0,63.0,156.0,93.0,9.0,13.0,0.0,0.0,1.0,0.0
5749996,410,13,0.0317073170731707,2249.0,62.0,38.0,161.0,21.0,23.0,0.0,0.0,0.0,0.0
3574196,397,36,0.0906801007556675,5757.0,60.0,12.0,525.0,38.0,69.0,0.0,0.0,22.0,0.0
5319899,196,5,0.0255102040816326,7916.0,68.0,29.0,60.0,0.0,19.0,0.0,0.0,18.0,0.0
3093946,274,16,0.0583941605839416,4059.0,61.0,22.0,142.0,6.0,20.0,0.0,0.0,1.0,0.0
28734375,341,16,0.0469208211143695,5187.0,83.0,53.0,68.0,125.0,40.0,0.0,0.0,213.0,0.0
11219901,186,1,0.0053763440860215,9353.0,59.0,42.0,316.0,36.0,25.0,0.0,0.0,5.0,0.0
1401824,147,23,0.1564625850340136,5270.0,59.0,5.0,33.0,3.0,12.0,0.0,371.0,4.0,0.0
29093810,403,180,0.4466501240694789,2085425.0,222073.0,10393.0,15938.0,5000.0,21925.0,0.0,0.0,19127.0,0.0
34124511,195,126,0.6461538461538462,1939007.0,73920.0,8695.0,9668.0,8140.0,2846.0,0.0,88.0,32610.0,0.0
29351126,298,83,0.2785234899328859,3862016.0,72846.0,31041.0,39308.0,15641.0,10352.0,0.0,52.0,48722.0,0.0
12366994,184,92,0.5,839354.0,45778.0,2694.0,5812.0,455.0,1593.0,0.0,0.0,8857.0,0.0
25247913,340,169,0.4970588235294118,1280080.0,47016.0,12506.0,31182.0,24090.0,23114.0,0.0,0.0,24444.0,0.0
32101206,527,-58,-0.1100569259962049,3152925.0,45083.0,7669.0,14342.0,3207.0,13682.0,0.0,94.0,33101.0,0.0
23746886,217,82,0.3778801843317972,2121753.0,31842.0,7774.0,3944.0,1962.0,1329.0,0.0,0.0,7071.0,0.0
12494300,368,-62,-0.1684782608695652,8004324.0,50696.0,8145.0,37556.0,2557.0,13572.0,0.0,0.0,71906.0,0.0
43746741,271,-55,-0.2029520295202952,3798114.0,43882.0,19370.0,86389.0,11984.0,20157.0,0.0,0.0,121318.0,0.0
30050561,295,120,0.4067796610169492,,,,,,,,,,
27956457,294,28,0.0952380952380952,879103.0,27522.0,3600.0,12103.0,9598.0,4242.0,0.0,45.0,14041.0,0.0
59916278,416,108,0.2596153846153846,902031.0,29419.0,6666.0,10780.0,7956.0,12533.0,0.0,0.0,58356.0,0.0
23006791,334,163,0.4880239520958084,1311367.0,28136.0,5853.0,18920.0,9368.0,12567.0,0.0,0.0,15417.0,0.0
13473344,203,88,0.4334975369458128,311626.0,25173.0,858.0,3193.0,328.0,807.0,0.0,0.0,1431.0,0.0
32866187,355,81,0.228169014084507,950271.0,24428.0,3296.0,6528.0,14321.0,6651.0,0.0,49.0,20257.0,0.0
69480072,92,69,0.75,4770235.0,43006.0,12566.0,73244.0,61257.0,8410.0,0.0,15.0,306048.0,0.0
9488236,294,-117,-0.3979591836734694,1994058.0,29726.0,4534.0,9913.0,7077.0,4719.0,0.0,27.0,24294.0,0.0
37547664,505,-74,-0.1465346534653465,2846758.0,42302.0,4174.0,11408.0,3307.0,10396.0,0.0,95.0,50385.0,0.0
8580885,305,-73,-0.2393442622950819,,,,,,,,,,
13816168,433,-86,-0.1986143187066974,1008237.0,24429.0,94.0,9535.0,18423.0,3589.0,0.0,19.0,46832.0,0.0
28674328,266,117,0.4398496240601504,3163117.0,30527.0,7506.0,38730.0,2171.0,4703.0,0.0,85.0,48765.0,0.0
28993582,268,132,0.4925373134328358,753650.0,21570.0,4881.0,3760.0,3605.0,1666.0,0.0,0.0,6957.0,0.0
56328069,360,59,0.1638888888888889,1332406.0,24406.0,4199.0,10684.0,11971.0,1481.0,0.0,0.0,63236.0,0.0
27721500,248,57,0.2298387096774193,984588.0,19093.0,8878.0,8043.0,8415.0,3281.0,0.0,26.0,10531.0,0.0
30714645,334,122,0.3652694610778443,3954913.0,26007.0,5148.0,15381.0,4553.0,5443.0,0.0,26.0,49804.0,0.0
27409115,321,-17,-0.0529595015576324,476469.0,18690.0,2121.0,4333.0,3888.0,1396.0,0.0,78.0,5232.0,0.0
18153895,327,82,0.2507645259938837,684402.0,23329.0,2014.0,3841.0,306.0,1928.0,0.0,0.0,4773.0,0.0
66828284,10,11,1.1,2584383.0,42037.0,14783.0,27422.0,8162.0,29808.0,0.0,0.0,78877.0,0.0
18702434,431,-11,-0.025522041763341,713738.0,17279.0,1885.0,6363.0,543.0,915.0,0.0,43.0,3629.0,0.0
28378255,309,-49,-0.1585760517799352,407107.0,17920.0,8248.0,3434.0,902.0,1975.0,0.0,0.0,2896.0,0.0
61766483,466,80,0.1716738197424892,1433371.0,21985.0,7779.0,32201.0,53990.0,8665.0,0.0,91.0,101785.0,0.0
28530470,291,221,0.7594501718213058,184468.0,16905.0,2950.0,3235.0,1024.0,838.0,0.0,0.0,3904.0,0.0
32071558,143,23,0.1608391608391608,781271.0,19323.0,2980.0,3413.0,1015.0,2916.0,0.0,0.0,8136.0,0.0
34708496,533,10,0.0187617260787992,4394789.0,25518.0,3381.0,28831.0,3040.0,3832.0,0.0,24.0,68912.0,0.0
62892959,104,-54,-0.5192307692307693,1145194.0,15635.0,4989.0,10970.0,6966.0,8047.0,0.0,79.0,38214.0,0.0
21872327,524,242,0.4618320610687023,1867245.0,24588.0,10336.0,37571.0,38592.0,20479.0,0.0,0.0,65595.0,0.0
27789464,124,19,0.1532258064516129,1530735.0,16205.0,12191.0,6415.0,1523.0,4134.0,0.0,0.0,8039.0,0.0
3013555,350,-88,-0.2514285714285714,2635630.0,20265.0,1364.0,6597.0,372.0,349.0,0.0,143.0,17790.0,0.0
9079776,374,-102,-0.2727272727272727,1430174.0,14160.0,2917.0,7300.0,1678.0,1750.0,0.0,0.0,5224.0,0.0
33011751,421,191,0.4536817102137767,434617.0,20233.0,5091.0,3428.0,812.0,1793.0,0.0,0.0,2992.0,0.0
3291729,223,-49,-0.2197309417040358,1958557.0,14016.0,14118.0,100474.0,23824.0,19512.0,0.0,234.0,30858.0,0.0
14817708,219,-115,-0.5251141552511416,1176966.0,18838.0,1267.0,3759.0,148.0,1674.0,0.0,0.0,8336.0,0.0
67229368,352,-107,-0.3039772727272727,2877406.0,23267.0,36589.0,113226.0,270073.0,26367.0,0.0,23.0,313841.0,0.0
8496815,286,-121,-0.4230769230769231,1936026.0,12459.0,2583.0,12022.0,1481.0,1073.0,0.0,14.0,2520.0,0.0
3370007,201,35,0.1741293532338308,1650182.0,13145.0,14480.0,89557.0,21204.0,13549.0,0.0,135.0,25114.0,0.0
67801376,521,-54,-0.1036468330134357,681425.0,18187.0,5731.0,8765.0,22023.0,1004.0,0.0,0.0,54675.0,0.0
5949455,438,-154,-0.3515981735159817,425541.0,11796.0,1469.0,5336.0,330.0,978.0,0.0,0.0,436.0,0.0
32509374,554,9,0.0162454873646209,1186212.0,15717.0,3416.0,6696.0,659.0,968.0,0.0,86.0,10807.0,0.0
66205981,14,7,0.5,774766.0,12736.0,4360.0,12345.0,30219.0,11818.0,0.0,0.0,48318.0,0.0
18530383,169,115,0.6804733727810651,575120.0,11325.0,5501.0,8044.0,7896.0,1319.0,0.0,33.0,5943.0,0.0
58101656,260,142,0.5461538461538461,174814.0,11698.0,1569.0,1021.0,723.0,214.0,0.0,0.0,5301.0,0.0
66151215,24,11,0.4583333333333333,788534.0,11757.0,3903.0,6125.0,2866.0,6152.0,0.0,0.0,17748.0,0.0
37503139,273,152,0.5567765567765568,290914.0,11763.0,2429.0,2069.0,1061.0,332.0,0.0,0.0,4506.0,0.0
28673734,223,104,0.4663677130044843,392168.0,12653.0,2979.0,1592.0,322.0,613.0,0.0,0.0,1753.0,0.0
14835321,154,17,0.1103896103896103,2035720.0,12110.0,1124.0,6345.0,1011.0,1656.0,0.0,27.0,12608.0,0.0
31583270,133,10,0.075187969924812,1647731.0,12268.0,8065.0,7964.0,1639.0,1879.0,0.0,15.0,11975.0,0.0
29465932,301,92,0.3056478405315614,367363.0,11560.0,2863.0,3653.0,3980.0,5837.0,0.0,0.0,4070.0,0.0
45662961,577,18,0.0311958405545927,1063370.0,13890.0,4845.0,15534.0,9574.0,2539.0,0.0,54.0,30998.0,0.0
8815372,323,-53,-0.1640866873065015,983867.0,11571.0,14306.0,61047.0,32261.0,10495.0,0.0,64.0,21474.0,0.0
29553185,300,35,0.1166666666666666,766381.0,11120.0,4023.0,3041.0,12950.0,3037.0,0.0,98.0,6235.0,0.0
30406016,261,42,0.160919540229885,11530665.0,31689.0,6240.0,103318.0,23063.0,2802.0,0.0,0.0,219627.0,0.0
14384579,375,-22,-0.0586666666666666,650974.0,10038.0,249.0,2703.0,257.0,314.0,0.0,26.0,637.0,0.0
9928230,241,-98,-0.4066390041493776,1713327.0,10073.0,2441.0,6853.0,407.0,2171.0,0.0,0.0,4512.0,0.0
30038577,249,162,0.6506024096385542,187829.0,10098.0,1154.0,813.0,371.0,282.0,0.0,0.0,1108.0,0.0
32548063,99,23,0.2323232323232323,435871.0,9759.0,5390.0,1809.0,818.0,1025.0,0.0,0.0,2051.0,0.0
68189844,154,5,0.0324675324675324,990311.0,19019.0,3035.0,3629.0,834.0,3279.0,0.0,0.0,12764.0,0.0
6070435,299,-37,-0.1237458193979933,457966.0,9788.0,2257.0,31235.0,16220.0,6260.0,0.0,59.0,6985.0,0.0
18764839,494,-114,-0.2307692307692307,1743027.0,23100.0,4400.0,11991.0,2191.0,6505.0,0.0,0.0,24309.0,0.0
39321206,298,100,0.3355704697986577,395987.0,9424.0,3131.0,2412.0,972.0,967.0,0.0,0.0,3106.0,0.0
11835864,519,-92,-0.1772639691714836,540363.0,9546.0,1974.0,4286.0,13532.0,4276.0,0.0,0.0,6108.0,0.0
11421393,496,-64,-0.1290322580645161,324850.0,9476.0,5707.0,1494.0,129.0,1207.0,0.0,0.0,1100.0,0.0
24503002,241,71,0.2946058091286307,418600.0,9582.0,7657.0,6008.0,3018.0,3930.0,0.0,0.0,3977.0,0.0
39397707,198,33,0.1666666666666666,355854.0,13654.0,1905.0,3961.0,1291.0,1368.0,0.0,0.0,11422.0,0.0
8906258,519,-51,-0.0982658959537572,641338.0,8838.0,1561.0,4531.0,988.0,3155.0,0.0,0.0,2023.0,0.0
33968135,330,-74,-0.2242424242424242,1019249.0,8856.0,2305.0,8876.0,2529.0,5751.0,0.0,55.0,8645.0,0.0
10438732,116,-21,-0.1810344827586207,,,,,,,,,,
64147945,216,57,0.2638888888888889,798225.0,11741.0,957.0,3924.0,679.0,589.0,0.0,0.0,24213.0,0.0
12503231,323,20,0.0619195046439628,779043.0,8277.0,695.0,2716.0,321.0,729.0,0.0,50.0,1185.0,0.0
11189041,434,-164,-0.3778801843317972,,,,,,,,,,
56225237,430,56,0.1302325581395348,,,,,,,,,,
26742592,237,-42,-0.1772151898734177,581858.0,8065.0,7149.0,5414.0,210.0,1035.0,0.0,0.0,3258.0,0.0
28292470,138,14,0.1014492753623188,813147.0,8242.0,8558.0,16572.0,3668.0,4750.0,0.0,37.0,8963.0,0.0
15265800,313,60,0.1916932907348242,414454.0,7942.0,1233.0,4380.0,1293.0,1546.0,0.0,0.0,762.0,0.0
19698935,241,66,0.2738589211618257,2331182.0,14820.0,4750.0,26683.0,7429.0,3426.0,0.0,19.0,36816.0,0.0
14699758,394,-56,-0.1421319796954314,267333.0,8119.0,6381.0,11176.0,1378.0,2210.0,0.0,74.0,2513.0,0.0
17806448,386,225,0.582901554404145,288063.0,8901.0,1017.0,19667.0,7362.0,7494.0,0.0,0.0,9042.0,0.0
28075548,331,7,0.0211480362537764,229012.0,8195.0,6316.0,4914.0,1786.0,1979.0,0.0,0.0,1859.0,0.0
9832963,375,-71,-0.1893333333333333,400504.0,8393.0,5765.0,12378.0,59105.0,4684.0,0.0,36.0,13142.0,0.0
8832043,308,-66,-0.2142857142857142,977292.0,8142.0,3015.0,5045.0,292.0,287.0,0.0,0.0,2867.0,0.0
64380058,314,139,0.4426751592356688,1716048.0,14675.0,7214.0,83901.0,120726.0,22990.0,0.0,96.0,148136.0,0.0
48591341,263,51,0.1939163498098859,1999121.0,18521.0,5782.0,76659.0,71479.0,14893.0,0.0,17.0,83534.0,0.0
42805407,357,194,0.5434173669467787,6112989.0,15151.0,2974.0,25299.0,18451.0,3017.0,0.0,0.0,94992.0,0.0
17030489,153,-9,-0.0588235294117647,1088496.0,7355.0,3152.0,2951.0,236.0,270.0,0.0,0.0,2441.0,0.0
62700311,389,64,0.1645244215938303,801322.0,7882.0,4380.0,14370.0,8457.0,17497.0,0.0,0.0,41891.0,0.0
9278299,267,-10,-0.0374531835205992,120011.0,7232.0,351.0,1367.0,226.0,768.0,0.0,0.0,28.0,0.0
15563187,160,-27,-0.16875,3261477.0,7174.0,3886.0,33264.0,1188.0,2001.0,0.0,0.0,6633.0,0.0
9112775,259,83,0.3204633204633205,153510.0,7704.0,573.0,1902.0,81.0,196.0,0.0,0.0,645.0,0.0
2345891,289,152,0.5259515570934256,2044929.0,35910.0,2666.0,46983.0,21944.0,7950.0,0.0,5.0,10707.0,0.0
25479436,55,38,0.6909090909090909,934982.0,28513.0,2791.0,58226.0,27149.0,12906.0,0.0,0.0,30839.0,0.0
3333185,85,25,0.2941176470588235,,,,,,,,,,
35582226,188,-115,-0.6117021276595744,5013831.0,27842.0,13796.0,105799.0,223120.0,29901.0,0.0,2.0,192654.0,0.0
1420304,336,11,0.0327380952380952,104584.0,22203.0,602.0,2321.0,1091.0,147.0,0.0,162.0,434.0,0.0
18573692,534,106,0.198501872659176,1113471.0,23490.0,1734.0,7773.0,1038.0,1363.0,0.0,0.0,7711.0,0.0
42339943,392,39,0.0994897959183673,768052.0,20982.0,1314.0,3213.0,743.0,2703.0,0.0,0.0,6977.0,0.0
11972080,317,118,0.3722397476340694,428791.0,20125.0,8998.0,2021.0,354.0,2724.0,0.0,0.0,547.0,0.0
31976290,403,-6,-0.0148883374689826,2106504.0,20515.0,3188.0,3526.0,426.0,213.0,0.0,38.0,5935.0,0.0
5190063,244,31,0.1270491803278688,2744757.0,21266.0,6724.0,77869.0,15746.0,17058.0,0.0,34.0,38880.0,0.0
12877038,404,26,0.0643564356435643,706023.0,18899.0,624.0,7643.0,3721.0,5653.0,0.0,0.0,1056.0,0.0
2541782,188,56,0.2978723404255319,1545772.0,17259.0,1417.0,48358.0,24974.0,5941.0,0.0,14.0,13600.0,0.0
1639572,172,-43,-0.25,377782.0,16941.0,2840.0,2740.0,1054.0,353.0,0.0,62.0,96.0,0.0
57065022,207,133,0.642512077294686,2567631.0,20563.0,5336.0,109755.0,97341.0,15364.0,0.0,0.0,159351.0,0.0
38743765,561,40,0.071301247771836,1424408.0,18619.0,2573.0,9061.0,26081.0,5793.0,0.0,0.0,43711.0,0.0
39204846,547,145,0.2650822669104204,584097.0,20516.0,1658.0,5850.0,4648.0,3843.0,0.0,0.0,24085.0,0.0
10136337,294,162,0.5510204081632653,2386531.0,17188.0,3415.0,10204.0,22375.0,3735.0,0.0,8.0,27161.0,0.0
7029087,181,95,0.5248618784530387,984293.0,16073.0,2176.0,28330.0,3581.0,1775.0,0.0,0.0,5859.0,0.0
45516443,373,13,0.03485254691689,929875.0,20520.0,2652.0,6132.0,13390.0,14140.0,0.0,0.0,33803.0,0.0
11435647,245,-40,-0.1632653061224489,587438.0,14613.0,6839.0,5925.0,4039.0,2524.0,0.0,57.0,4074.0,0.0
61020829,235,132,0.5617021276595745,1159017.0,17164.0,2966.0,42338.0,23983.0,8575.0,0.0,0.0,40477.0,0.0
26395144,357,55,0.1540616246498599,2065229.0,16710.0,3984.0,21492.0,5209.0,38286.0,0.0,0.0,16013.0,0.0
6220301,203,7,0.0344827586206896,6185904.0,33.0,2544.0,83876.0,8667.0,42855.0,0.0,0.0,126587.0,0.0
1296236,235,-9,-0.0382978723404255,221298.0,12724.0,350.0,3693.0,1732.0,146.0,0.0,74.0,265.0,0.0
36838157,455,18,0.0395604395604395,815844.0,17104.0,4174.0,2705.0,1053.0,1286.0,0.0,0.0,6374.0,0.0
49771163,490,63,0.1285714285714285,1196706.0,17110.0,2773.0,4895.0,17224.0,5143.0,0.0,0.0,48010.0,0.0
66035303,308,-79,-0.2564935064935065,1354204.0,15766.0,2855.0,5920.0,8143.0,17044.0,0.0,0.0,42051.0,0.0
527915,416,122,0.2932692307692308,727475.0,12125.0,748.0,7509.0,3136.0,1562.0,0.0,1.0,927.0,0.0
63692576,226,131,0.5796460176991151,598123.0,12473.0,1685.0,23036.0,33246.0,8426.0,0.0,44.0,52794.0,0.0
69342487,427,143,0.3348946135831381,3070301.0,17209.0,4405.0,107062.0,216079.0,64683.0,0.0,11.0,222022.0,0.0
41657516,240,75,0.3125,2967214.0,11686.0,4893.0,64405.0,188249.0,33319.0,0.0,3.0,220960.0,0.0
3110165,274,65,0.2372262773722627,1084081.0,11058.0,1542.0,32960.0,20273.0,12737.0,0.0,3.0,6072.0,0.0
9053422,530,229,0.4320754716981132,3787422.0,14300.0,2589.0,84692.0,15704.0,12402.0,0.0,6.0,68272.0,0.0
6288312,247,185,0.7489878542510121,508973.0,10761.0,2162.0,23280.0,16847.0,2254.0,0.0,47.0,7626.0,0.0
37680744,585,65,0.1111111111111111,917774.0,12736.0,2193.0,4257.0,18716.0,2335.0,0.0,0.0,30798.0,0.0
63749187,498,318,0.6385542168674698,144620.0,10490.0,1598.0,8238.0,7490.0,1124.0,0.0,0.0,21782.0,0.0
32833387,440,107,0.2431818181818182,194163.0,10117.0,1234.0,531.0,268.0,157.0,0.0,0.0,1035.0,0.0
14042525,530,190,0.3584905660377358,633771.0,10200.0,1611.0,5603.0,2182.0,5537.0,0.0,0.0,1436.0,0.0
13003052,334,162,0.4850299401197604,58739.0,9779.0,269.0,553.0,87.0,131.0,0.0,0.0,83.0,0.0
53874048,389,155,0.3984575835475578,2239357.0,10732.0,3049.0,47686.0,36155.0,48273.0,0.0,0.0,78316.0,0.0
1265361,179,-9,-0.0502793296089385,139688.0,9613.0,68.0,846.0,219.0,18.0,0.0,132.0,18.0,0.0
8500348,539,28,0.0519480519480519,1236965.0,9818.0,3201.0,3067.0,3896.0,1358.0,0.0,26.0,1474.0,0.0
52430322,391,113,0.289002557544757,1418800.0,14890.0,3106.0,4958.0,17691.0,3667.0,0.0,85.0,60173.0,0.0
64825435,485,153,0.3154639175257732,902813.0,10437.0,2827.0,3006.0,4377.0,1072.0,0.0,0.0,34295.0,0.0
32897986,574,96,0.1672473867595819,84001.0,9490.0,748.0,246.0,49.0,93.0,0.0,0.0,512.0,0.0
63736555,496,315,0.6350806451612904,117701.0,9379.0,1374.0,6936.0,4761.0,839.0,0.0,0.0,16719.0,0.0
68167502,552,-16,-0.0289855072463768,1348181.0,13328.0,2220.0,2871.0,4066.0,4251.0,0.0,0.0,33926.0,0.0
7768739,175,-5,-0.0285714285714285,1134558.0,9090.0,1742.0,29235.0,4021.0,15140.0,0.0,5.0,5309.0,0.0
731764,459,150,0.326797385620915,156187.0,8916.0,45.0,532.0,73.0,8.0,0.0,259.0,40.0,0.0
59279932,534,8,0.0149812734082397,932210.0,12521.0,7080.0,3397.0,4282.0,1001.0,0.0,0.0,22974.0,0.0
22706809,501,50,0.0998003992015968,182203.0,8559.0,1024.0,1354.0,145.0,427.0,0.0,0.0,477.0,0.0
32191746,454,46,0.1013215859030837,995932.0,8659.0,975.0,8023.0,2381.0,6118.0,0.0,61.0,7506.0,0.0
44810378,293,102,0.3481228668941979,1707538.0,8877.0,1935.0,44532.0,42192.0,64188.0,0.0,80.0,66684.0,0.0
2988596,62,21,0.3387096774193548,1783837.0,8848.0,1970.0,27307.0,12545.0,12618.0,0.0,11.0,11580.0,0.0
62499331,203,92,0.4532019704433497,505743.0,8472.0,1692.0,18888.0,27082.0,7159.0,0.0,0.0,48775.0,0.0
33506870,407,95,0.2334152334152334,740522.0,8526.0,3801.0,3436.0,2250.0,1771.0,0.0,63.0,4734.0,0.0
32915826,270,170,0.6296296296296297,685456.0,10089.0,2754.0,27655.0,11611.0,4549.0,0.0,0.0,21272.0,0.0
64402706,523,216,0.4130019120458891,879692.0,13812.0,3388.0,8332.0,28123.0,2557.0,0.0,0.0,47634.0,0.0
30776309,448,94,0.2098214285714285,741191.0,10301.0,1834.0,2555.0,3802.0,6960.0,0.0,0.0,19515.0,0.0
12631354,467,-20,-0.0428265524625267,,,,,,,,,,
68055042,406,-27,-0.0665024630541872,969221.0,9873.0,2102.0,2576.0,6045.0,3438.0,0.0,99.0,38238.0,0.0
6350955,534,326,0.6104868913857678,145006.0,8098.0,896.0,1702.0,1558.0,720.0,0.0,0.0,487.0,0.0
4557592,225,158,0.7022222222222222,234730.0,7943.0,1460.0,6876.0,7422.0,2441.0,0.0,0.0,1887.0,0.0
57615235,227,120,0.5286343612334802,577478.0,7844.0,2372.0,29997.0,35620.0,21311.0,0.0,54.0,53180.0,0.0
31663023,302,151,0.5,,,,,,,,,,
1801725,355,180,0.5070422535211268,164249.0,7914.0,815.0,5302.0,2436.0,596.0,0.0,67.0,2522.0,0.0
29573137,430,153,0.3558139534883721,811140.0,9752.0,2331.0,1850.0,3246.0,1689.0,0.0,0.0,22710.0,0.0
64327763,421,124,0.2945368171021377,1077147.0,10844.0,2570.0,73667.0,60912.0,26106.0,0.0,66.0,88876.0,0.0
63643604,382,90,0.2356020942408377,942666.0,9796.0,1546.0,3324.0,12248.0,3414.0,0.0,0.0,47610.0,0.0
61309809,373,14,0.0375335120643431,1053167.0,8680.0,1631.0,1875.0,3852.0,2162.0,0.0,0.0,25186.0,0.0
13021583,297,87,0.2929292929292929,512699.0,7533.0,2524.0,1058.0,2231.0,4636.0,0.0,26.0,551.0,0.0
26214648,343,96,0.2798833819241982,289602.0,7562.0,531.0,15970.0,5349.0,3906.0,0.0,0.0,10858.0,0.0
68059518,266,58,0.2180451127819548,7468372.0,43472.0,14007.0,208843.0,159191.0,84721.0,0.0,78.0,298410.0,0.0
58458997,195,59,0.3025641025641025,415244.0,7530.0,1559.0,16890.0,17019.0,10873.0,0.0,0.0,34115.0,0.0
47488211,527,204,0.3870967741935484,881671.0,11610.0,1071.0,4608.0,7894.0,1214.0,0.0,0.0,31380.0,0.0
59384791,165,89,0.5393939393939394,415823.0,7388.0,1893.0,16321.0,23530.0,8875.0,0.0,0.0,41146.0,0.0
27676526,414,-6,-0.0144927536231884,656066.0,8166.0,2646.0,1679.0,8994.0,2844.0,0.0,0.0,17031.0,0.0
61111078,338,110,0.3254437869822485,1114183.0,8464.0,2697.0,3702.0,13246.0,4023.0,0.0,100.0,50593.0,0.0
26275390,73,44,0.6027397260273972,1699085.0,8270.0,1896.0,111428.0,51967.0,24015.0,0.0,23.0,69639.0,0.0
41995311,397,107,0.2695214105793451,,,,,,,,,,
31583906,312,124,0.3974358974358974,587516.0,8425.0,2396.0,2061.0,1374.0,744.0,0.0,0.0,7379.0,0.0
20509872,288,92,0.3194444444444444,1800722.0,8000.0,2090.0,3449.0,6808.0,2776.0,0.0,71.0,22100.0,0.0
60543632,511,270,0.5283757338551859,1197192.0,9902.0,3284.0,10927.0,34094.0,3981.0,0.0,87.0,69120.0,0.0
14542085,346,61,0.176300578034682,327964.0,7003.0,404.0,4253.0,676.0,2991.0,0.0,0.0,407.0,0.0
8039424,189,49,0.2592592592592592,1034214.0,7028.0,2084.0,30275.0,38534.0,6570.0,0.0,6.0,3663.0,0.0
58592472,471,197,0.4182590233545648,1566836.0,9570.0,3840.0,10118.0,27392.0,3976.0,0.0,82.0,75825.0,0.0
11294204,312,182,0.5833333333333334,249643.0,6955.0,13248.0,5958.0,10114.0,1510.0,0.0,45.0,1228.0,0.0
56884167,439,56,0.1275626423690205,955598.0,7808.0,3078.0,4100.0,17022.0,2844.0,0.0,0.0,43546.0,0.0
35547221,116,-30,-0.2586206896551724,1039270.0,6984.0,12507.0,5599.0,1567.0,8134.0,0.0,33.0,8617.0,0.0
51520306,392,98,0.25,743830.0,7777.0,2422.0,4301.0,25186.0,2292.0,0.0,80.0,43766.0,0.0
29491449,314,-35,-0.1114649681528662,1144683.0,7191.0,3299.0,2988.0,15536.0,4405.0,0.0,63.0,32606.0,0.0
47047779,384,297,0.7734375,835463.0,7352.0,2368.0,47448.0,16638.0,5476.0,0.0,82.0,27328.0,0.0
